ssn,birthdate,name
586883036,1999-10-15,Zander
162955227,2017-04-28,Zane
541138911,1997-06-01,Zaria
661692385,1981-02-16,Zechariah
835543009,1984-10-21,Zelda
439345123,2005-05-03,Zella
970555364,1998-05-23,Zelma
659824613,1980-06-13,Zena
809369574,1996-09-28,Zetta
373972962,1989-03-26,Zigmund
115630056,1994-05-04,Zina
120881124,1991-02-24,Zion
935485418,2008-10-22,Zita
275742690,2010-01-24,Zoe
557457382,2013-09-11,Zoey
754073572,2007-03-05,Zoie
791240683,2007-06-18,Zoila
138067954,1983-09-07,Zola
526712818,1997-10-26,Zona
384065524,2015-07-28,Zora
148996085,2009-12-07,Zoraida
679616504,1998-12-18,Zula
312901625,1995-02-07,Zulma
